country,countryCode,platform,adId,started,brand,advertiser,type,language,angle,headline,copy,score,risk,level,sourceUrl,landing,query,ad_url,screenshot
Bangladesh,BD,Meta,1791912828442126,2026年6月29日,Dost Loan,Dost Loan,Image app ad,Bengali,快速到账,মোবাইল দিয়ে দ্রুত আবেদন জমা দিন,"মোবাইল দিয়ে দ্রুত আবেদন জমা দিন
PLAY.GOOGLE.COM
দ্রুত যাচাই, সহজ প্রক্রিয়া",75,2,优先参考,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=BD&media_type=all&q=bKash%20Loan&search_type=keyword_unordered,https://www.facebook.com/ads/library/?id=1791912828442126,bKash Loan,https://www.facebook.com/ads/library/?id=1791912828442126,ad_screenshots/1791912828442126.png
Bangladesh,BD,Meta,1598559661651644,2026年6月29日,Dost Loan,Dost Loan,Image app ad,Bengali,低利率,"বার্ষিক সুদের হার সর্বনিম্ন ১৩%, কোনো গোপন খরচ নেই। নিশ্চিন্তে ঋণ নিন।","বার্ষিক সুদের হার সর্বনিম্ন ১৩%, কোনো গোপন খরচ নেই। নিশ্চিন্তে ঋণ নিন।
PLAY.GOOGLE.COM
অনলাইনে টাকা ধার নিন",66,3,可测试,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=BD&media_type=all&q=bKash%20Loan&search_type=keyword_unordered,https://www.facebook.com/ads/library/?id=1598559661651644,bKash Loan,https://www.facebook.com/ads/library/?id=1598559661651644,ad_screenshots/1598559661651644.png
Bangladesh,BD,Meta,888149024346493,2026年7月2日,Johnson Gottfried Jammal,Johnson Gottfried Jammal,Image app ad,English,快速到账,"🚨 Need urgent cash for emergencies, medical bills, or education? Don’t stress!","🚨 Need urgent cash for emergencies, medical bills, or education? Don’t stress!
With Asha Loan, getting financial help is simpler than ever.
⚡ Super-Fast Approval: Get your results within minutes!
📱 100% Online: No complex paperwork, no long queues.
💰 Flexible Amounts: Borrow from Tk 1,000 up to Tk 60,000 tailored to your needs.
Your reliable loan partner is just a tap away. Download Asha Loan today and get the funds you need instantly! 👇",76,4,高风险核验,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=BD&media_type=all&q=bKash%20Loan&search_type=keyword_unordered,https://www.facebook.com/ads/library/?id=888149024346493,bKash Loan,https://www.facebook.com/ads/library/?id=888149024346493,ad_screenshots/888149024346493.png
Bangladesh,BD,Meta,1027487793200427,2026年7月2日,Johnson Gottfried Jammal,Johnson Gottfried Jammal,Image app ad,English,快速到账,"🚨 Need urgent cash for emergencies, medical bills, or education? Don’t stress!","🚨 Need urgent cash for emergencies, medical bills, or education? Don’t stress!
With Asha Loan, getting financial help is simpler than ever.
⚡ Super-Fast Approval: Get your results within minutes!
📱 100% Online: No complex paperwork, no long queues.
💰 Flexible Amounts: Borrow from Tk 1,000 up to Tk 60,000 tailored to your needs.
Your reliable loan partner is just a tap away. Download Asha Loan today and get the funds you need instantly! 👇
PLAY.GOOGLE.COM
💸 Need Cash Fast? Get Approved in Minutes!",76,4,高风险核验,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=BD&media_type=all&q=bKash%20Loan&search_type=keyword_unordered,https://www.facebook.com/ads/library/?id=1027487793200427,bKash Loan,https://www.facebook.com/ads/library/?id=1027487793200427,ad_screenshots/1027487793200427.png
Bangladesh,BD,Google,CR03294057397101789185,Google 未公开,bKash Limited,bKash Limited,Image ad,Bengali,快速到账,bKash Limited Google static creative,Google Ads Transparency Center static creative for bKash Limited. Non-video preview collected from public transparency page.,82,2,可测试,https://adstransparency.google.com/advertiser/AR08574827027356450817?region=BD,https://adstransparency.google.com/advertiser/AR08574827027356450817/creative/CR03294057397101789185?region=BD,bKash Limited Google static creatives,https://adstransparency.google.com/advertiser/AR08574827027356450817/creative/CR03294057397101789185?region=BD,ad_screenshots/google_CR03294057397101789185.png
Bangladesh,BD,Google,CR02785291376697278465,Google 未公开,bKash Limited,bKash Limited,Image wide ad,Bengali,快速到账,bKash Limited Google static creative,Google Ads Transparency Center static creative for bKash Limited. Non-video preview collected from public transparency page.,83,2,可测试,https://adstransparency.google.com/advertiser/AR08574827027356450817?region=BD,https://adstransparency.google.com/advertiser/AR08574827027356450817/creative/CR02785291376697278465?region=BD,bKash Limited Google static creatives,https://adstransparency.google.com/advertiser/AR08574827027356450817/creative/CR02785291376697278465?region=BD,ad_screenshots/google_CR02785291376697278465.png
Bangladesh,BD,Google,CR10504214847405686785,Google 未公开,bKash Limited,bKash Limited,Image wide ad,Bengali,快速到账,bKash Limited Google static creative,Google Ads Transparency Center static creative for bKash Limited. Non-video preview collected from public transparency page.,84,2,可测试,https://adstransparency.google.com/advertiser/AR08574827027356450817?region=BD,https://adstransparency.google.com/advertiser/AR08574827027356450817/creative/CR10504214847405686785?region=BD,bKash Limited Google static creatives,https://adstransparency.google.com/advertiser/AR08574827027356450817/creative/CR10504214847405686785?region=BD,ad_screenshots/google_CR10504214847405686785.png
Bangladesh,BD,Google,CR12695986282606624769,Google 未公开,bKash Limited,bKash Limited,Image wide ad,Bengali,快速到账,bKash Limited Google static creative,Google Ads Transparency Center static creative for bKash Limited. Non-video preview collected from public transparency page.,85,2,可测试,https://adstransparency.google.com/advertiser/AR08574827027356450817?region=BD,https://adstransparency.google.com/advertiser/AR08574827027356450817/creative/CR12695986282606624769?region=BD,bKash Limited Google static creatives,https://adstransparency.google.com/advertiser/AR08574827027356450817/creative/CR12695986282606624769?region=BD,ad_screenshots/google_CR12695986282606624769.png
Bangladesh,BD,Google,CR13293880648293941249,Google 未公开,bKash Limited,bKash Limited,Image wide ad,Bengali,快速到账,bKash Limited Google static creative,Google Ads Transparency Center static creative for bKash Limited. Non-video preview collected from public transparency page.,86,2,可测试,https://adstransparency.google.com/advertiser/AR08574827027356450817?region=BD,https://adstransparency.google.com/advertiser/AR08574827027356450817/creative/CR13293880648293941249?region=BD,bKash Limited Google static creatives,https://adstransparency.google.com/advertiser/AR08574827027356450817/creative/CR13293880648293941249?region=BD,ad_screenshots/google_CR13293880648293941249.png
Bangladesh,BD,Google,CR13253451313682841601,Google 未公开,bKash Limited,bKash Limited,Image wide ad,Bengali,快速到账,bKash Limited Google static creative,Google Ads Transparency Center static creative for bKash Limited. Non-video preview collected from public transparency page.,82,2,可测试,https://adstransparency.google.com/advertiser/AR08574827027356450817?region=BD,https://adstransparency.google.com/advertiser/AR08574827027356450817/creative/CR13253451313682841601?region=BD,bKash Limited Google static creatives,https://adstransparency.google.com/advertiser/AR08574827027356450817/creative/CR13253451313682841601?region=BD,ad_screenshots/google_CR13253451313682841601.png
Bangladesh,BD,Google,CR07474453382464274433,Google 未公开,bKash Limited,bKash Limited,Image wide ad,Bengali,快速到账,bKash Limited Google static creative,Google Ads Transparency Center static creative for bKash Limited. Non-video preview collected from public transparency page.,83,2,可测试,https://adstransparency.google.com/advertiser/AR08574827027356450817?region=BD,https://adstransparency.google.com/advertiser/AR08574827027356450817/creative/CR07474453382464274433?region=BD,bKash Limited Google static creatives,https://adstransparency.google.com/advertiser/AR08574827027356450817/creative/CR07474453382464274433?region=BD,ad_screenshots/google_CR07474453382464274433.png
Bangladesh,BD,Google,CR14248813360375136257,Google 未公开,bKash Limited,bKash Limited,Image wide ad,Bengali,快速到账,bKash Limited Google static creative,Google Ads Transparency Center static creative for bKash Limited. Non-video preview collected from public transparency page.,84,2,可测试,https://adstransparency.google.com/advertiser/AR08574827027356450817?region=BD,https://adstransparency.google.com/advertiser/AR08574827027356450817/creative/CR14248813360375136257?region=BD,bKash Limited Google static creatives,https://adstransparency.google.com/advertiser/AR08574827027356450817/creative/CR14248813360375136257?region=BD,ad_screenshots/google_CR14248813360375136257.png
Bangladesh,BD,Google,CR14055693007768780801,Google 未公开,bKash Limited,bKash Limited,Image tall ad,Bengali,快速到账,bKash Limited Google static creative,Google Ads Transparency Center static creative for bKash Limited. Non-video preview collected from public transparency page.,85,2,可测试,https://adstransparency.google.com/advertiser/AR08574827027356450817?region=BD,https://adstransparency.google.com/advertiser/AR08574827027356450817/creative/CR14055693007768780801?region=BD,bKash Limited Google static creatives,https://adstransparency.google.com/advertiser/AR08574827027356450817/creative/CR14055693007768780801?region=BD,ad_screenshots/google_CR14055693007768780801.png
Bangladesh,BD,Google,CR02676785599263801345,Google 未公开,bKash Limited,bKash Limited,Image tall ad,Bengali,快速到账,bKash Limited Google static creative,Google Ads Transparency Center static creative for bKash Limited. Non-video preview collected from public transparency page.,86,2,可测试,https://adstransparency.google.com/advertiser/AR08574827027356450817?region=BD,https://adstransparency.google.com/advertiser/AR08574827027356450817/creative/CR02676785599263801345?region=BD,bKash Limited Google static creatives,https://adstransparency.google.com/advertiser/AR08574827027356450817/creative/CR02676785599263801345?region=BD,ad_screenshots/google_CR02676785599263801345.png
Bangladesh,BD,Google,CR11202141260569640961,Google 未公开,bKash Limited,bKash Limited,Image wide ad,Bengali,快速到账,bKash Limited Google static creative,Google Ads Transparency Center static creative for bKash Limited. Non-video preview collected from public transparency page.,82,2,可测试,https://adstransparency.google.com/advertiser/AR08574827027356450817?region=BD,https://adstransparency.google.com/advertiser/AR08574827027356450817/creative/CR11202141260569640961?region=BD,bKash Limited Google static creatives,https://adstransparency.google.com/advertiser/AR08574827027356450817/creative/CR11202141260569640961?region=BD,ad_screenshots/google_CR11202141260569640961.png
Bangladesh,BD,Google,CR13517385308949184513,Google 未公开,bKash Limited,bKash Limited,Image tall ad,Bengali,快速到账,bKash Limited Google static creative,Google Ads Transparency Center static creative for bKash Limited. Non-video preview collected from public transparency page.,83,2,可测试,https://adstransparency.google.com/advertiser/AR08574827027356450817?region=BD,https://adstransparency.google.com/advertiser/AR08574827027356450817/creative/CR13517385308949184513?region=BD,bKash Limited Google static creatives,https://adstransparency.google.com/advertiser/AR08574827027356450817/creative/CR13517385308949184513?region=BD,ad_screenshots/google_CR13517385308949184513.png
Bangladesh,BD,Google,CR15169979245733609473,Google 未公开,bKash Limited,bKash Limited,Image wide ad,Bengali,快速到账,bKash Limited Google static creative,Google Ads Transparency Center static creative for bKash Limited. Non-video preview collected from public transparency page.,84,2,可测试,https://adstransparency.google.com/advertiser/AR08574827027356450817?region=BD,https://adstransparency.google.com/advertiser/AR08574827027356450817/creative/CR15169979245733609473?region=BD,bKash Limited Google static creatives,https://adstransparency.google.com/advertiser/AR08574827027356450817/creative/CR15169979245733609473?region=BD,ad_screenshots/google_CR15169979245733609473.png
Bangladesh,BD,Google,CR12358501590871572481,Google 未公开,bKash Limited,bKash Limited,Image wide ad,Bengali,快速到账,bKash Limited Google static creative,Google Ads Transparency Center static creative for bKash Limited. Non-video preview collected from public transparency page.,85,2,可测试,https://adstransparency.google.com/advertiser/AR08574827027356450817?region=BD,https://adstransparency.google.com/advertiser/AR08574827027356450817/creative/CR12358501590871572481?region=BD,bKash Limited Google static creatives,https://adstransparency.google.com/advertiser/AR08574827027356450817/creative/CR12358501590871572481?region=BD,ad_screenshots/google_CR12358501590871572481.png
Bangladesh,BD,Google,CR16224843571776192513,Google 未公开,bKash Limited,bKash Limited,Image wide ad,Bengali,快速到账,bKash Limited Google static creative,Google Ads Transparency Center static creative for bKash Limited. Non-video preview collected from public transparency page.,86,2,可测试,https://adstransparency.google.com/advertiser/AR08574827027356450817?region=BD,https://adstransparency.google.com/advertiser/AR08574827027356450817/creative/CR16224843571776192513?region=BD,bKash Limited Google static creatives,https://adstransparency.google.com/advertiser/AR08574827027356450817/creative/CR16224843571776192513?region=BD,ad_screenshots/google_CR16224843571776192513.png
Bangladesh,BD,Google,CR10757241687324491777,Google 未公开,bKash Limited,bKash Limited,Image tall ad,Bengali,快速到账,bKash Limited Google static creative,Google Ads Transparency Center static creative for bKash Limited. Non-video preview collected from public transparency page.,82,2,可测试,https://adstransparency.google.com/advertiser/AR08574827027356450817?region=BD,https://adstransparency.google.com/advertiser/AR08574827027356450817/creative/CR10757241687324491777?region=BD,bKash Limited Google static creatives,https://adstransparency.google.com/advertiser/AR08574827027356450817/creative/CR10757241687324491777?region=BD,ad_screenshots/google_CR10757241687324491777.png
Bangladesh,BD,Google,CR14098349660879978497,Google 未公开,bKash Limited,bKash Limited,Image tall ad,Bengali,快速到账,bKash Limited Google static creative,Google Ads Transparency Center static creative for bKash Limited. Non-video preview collected from public transparency page.,83,2,可测试,https://adstransparency.google.com/advertiser/AR08574827027356450817?region=BD,https://adstransparency.google.com/advertiser/AR08574827027356450817/creative/CR14098349660879978497?region=BD,bKash Limited Google static creatives,https://adstransparency.google.com/advertiser/AR08574827027356450817/creative/CR14098349660879978497?region=BD,ad_screenshots/google_CR14098349660879978497.png
Bangladesh,BD,Google,CR09817678215064322049,Google 未公开,bKash Limited,bKash Limited,Image tall ad,Bengali,快速到账,bKash Limited Google static creative,Google Ads Transparency Center static creative for bKash Limited. Non-video preview collected from public transparency page.,84,2,可测试,https://adstransparency.google.com/advertiser/AR08574827027356450817?region=BD,https://adstransparency.google.com/advertiser/AR08574827027356450817/creative/CR09817678215064322049?region=BD,bKash Limited Google static creatives,https://adstransparency.google.com/advertiser/AR08574827027356450817/creative/CR09817678215064322049?region=BD,ad_screenshots/google_CR09817678215064322049.png
Bangladesh,BD,Google,CR10476511835900084225,Google 未公开,bKash Limited,bKash Limited,Image wide ad,Bengali,快速到账,bKash Limited Google static creative,Google Ads Transparency Center static creative for bKash Limited. Non-video preview collected from public transparency page.,85,2,可测试,https://adstransparency.google.com/advertiser/AR08574827027356450817?region=BD,https://adstransparency.google.com/advertiser/AR08574827027356450817/creative/CR10476511835900084225?region=BD,bKash Limited Google static creatives,https://adstransparency.google.com/advertiser/AR08574827027356450817/creative/CR10476511835900084225?region=BD,ad_screenshots/google_CR10476511835900084225.png
Bangladesh,BD,Google,CR00475193884549316609,Google 未公开,bKash Limited,bKash Limited,Image tall ad,Bengali,快速到账,bKash Limited Google static creative,Google Ads Transparency Center static creative for bKash Limited. Non-video preview collected from public transparency page.,86,2,可测试,https://adstransparency.google.com/advertiser/AR08574827027356450817?region=BD,https://adstransparency.google.com/advertiser/AR08574827027356450817/creative/CR00475193884549316609?region=BD,bKash Limited Google static creatives,https://adstransparency.google.com/advertiser/AR08574827027356450817/creative/CR00475193884549316609?region=BD,ad_screenshots/google_CR00475193884549316609.png
Angola,AO,Google,CR03254943525074108417,Google 未公开,Easyfinance Lda,Easyfinance Lda,Image wide ad,Portuguese,快速到账,Easyfinance Lda Google static creative,Google Ads Transparency Center static creative for Easyfinance Lda. Non-video preview collected from public transparency page.,72,3,可测试,https://adstransparency.google.com/?region=AO&domain=e-loan.pt,https://adstransparency.google.com/advertiser/AR01460505346991718401/creative/CR03254943525074108417?region=AO,e-loan.pt Google static creatives,https://adstransparency.google.com/advertiser/AR01460505346991718401/creative/CR03254943525074108417?region=AO,ad_screenshots/google_CR03254943525074108417.png
Angola,AO,Google,CR05961600475852701697,Google 未公开,TALENTO CREDITO AGRO LTDA,TALENTO CREDITO AGRO LTDA,Image wide ad,Portuguese,快速到账,TALENTO CREDITO AGRO LTDA Google static creative,Google Ads Transparency Center static creative for TALENTO CREDITO AGRO LTDA. Non-video preview collected from public transparency page.,72,2,可测试,https://adstransparency.google.com/advertiser/AR13884801627770060801?region=AO,https://adstransparency.google.com/advertiser/AR13884801627770060801/creative/CR05961600475852701697?region=AO,Talento Credito Google static creatives,https://adstransparency.google.com/advertiser/AR13884801627770060801/creative/CR05961600475852701697?region=AO,ad_screenshots/google_CR05961600475852701697.png
Angola,AO,Google,CR05950807669714452481,Google 未公开,TALENTO CREDITO AGRO LTDA,TALENTO CREDITO AGRO LTDA,Image wide ad,Portuguese,快速到账,TALENTO CREDITO AGRO LTDA Google static creative,Google Ads Transparency Center static creative for TALENTO CREDITO AGRO LTDA. Non-video preview collected from public transparency page.,73,2,可测试,https://adstransparency.google.com/advertiser/AR13884801627770060801?region=AO,https://adstransparency.google.com/advertiser/AR13884801627770060801/creative/CR05950807669714452481?region=AO,Talento Credito Google static creatives,https://adstransparency.google.com/advertiser/AR13884801627770060801/creative/CR05950807669714452481?region=AO,ad_screenshots/google_CR05950807669714452481.png
Angola,AO,Google,CR08874932730383564801,Google 未公开,TALENTO CREDITO AGRO LTDA,TALENTO CREDITO AGRO LTDA,Image wide ad,Portuguese,快速到账,TALENTO CREDITO AGRO LTDA Google static creative,Google Ads Transparency Center static creative for TALENTO CREDITO AGRO LTDA. Non-video preview collected from public transparency page.,74,2,可测试,https://adstransparency.google.com/advertiser/AR13884801627770060801?region=AO,https://adstransparency.google.com/advertiser/AR13884801627770060801/creative/CR08874932730383564801?region=AO,Talento Credito Google static creatives,https://adstransparency.google.com/advertiser/AR13884801627770060801/creative/CR08874932730383564801?region=AO,ad_screenshots/google_CR08874932730383564801.png
Angola,AO,Google,CR06334446586818461697,Google 未公开,TALENTO CREDITO AGRO LTDA,TALENTO CREDITO AGRO LTDA,Image tall ad,Portuguese,快速到账,TALENTO CREDITO AGRO LTDA Google static creative,Google Ads Transparency Center static creative for TALENTO CREDITO AGRO LTDA. Non-video preview collected from public transparency page.,75,2,可测试,https://adstransparency.google.com/advertiser/AR13884801627770060801?region=AO,https://adstransparency.google.com/advertiser/AR13884801627770060801/creative/CR06334446586818461697?region=AO,Talento Credito Google static creatives,https://adstransparency.google.com/advertiser/AR13884801627770060801/creative/CR06334446586818461697?region=AO,ad_screenshots/google_CR06334446586818461697.png
Angola,AO,Google,CR14687470645332148225,Google 未公开,IDEALISTA Crédito,"IDEALISTA, INTERMEDIÁRIO DE CRÉDITO, UNIPESSOAL LDA",Image wide ad,Portuguese,快速到账,IDEALISTA Crédito Google static creative,Google Ads Transparency Center static creative for IDEALISTA Crédito. Non-video preview collected from public transparency page.,72,3,可测试,https://adstransparency.google.com/advertiser/AR06544865573044486145?region=AO,https://adstransparency.google.com/advertiser/AR06544865573044486145/creative/CR14687470645332148225?region=AO,Idealista Crédito Google static creatives,https://adstransparency.google.com/advertiser/AR06544865573044486145/creative/CR14687470645332148225?region=AO,ad_screenshots/google_CR14687470645332148225.png
Angola,AO,Google,CR07082753584839786497,Google 未公开,IDEALISTA Crédito,"IDEALISTA, INTERMEDIÁRIO DE CRÉDITO, UNIPESSOAL LDA",Image wide ad,Portuguese,快速到账,IDEALISTA Crédito Google static creative,Google Ads Transparency Center static creative for IDEALISTA Crédito. Non-video preview collected from public transparency page.,73,3,可测试,https://adstransparency.google.com/advertiser/AR06544865573044486145?region=AO,https://adstransparency.google.com/advertiser/AR06544865573044486145/creative/CR07082753584839786497?region=AO,Idealista Crédito Google static creatives,https://adstransparency.google.com/advertiser/AR06544865573044486145/creative/CR07082753584839786497?region=AO,ad_screenshots/google_CR07082753584839786497.png
Angola,AO,Google,CR07227989123724738561,Google 未公开,IDEALISTA Crédito,"IDEALISTA, INTERMEDIÁRIO DE CRÉDITO, UNIPESSOAL LDA",Image wide ad,Portuguese,快速到账,IDEALISTA Crédito Google static creative,Google Ads Transparency Center static creative for IDEALISTA Crédito. Non-video preview collected from public transparency page.,74,3,可测试,https://adstransparency.google.com/advertiser/AR06544865573044486145?region=AO,https://adstransparency.google.com/advertiser/AR06544865573044486145/creative/CR07227989123724738561?region=AO,Idealista Crédito Google static creatives,https://adstransparency.google.com/advertiser/AR06544865573044486145/creative/CR07227989123724738561?region=AO,ad_screenshots/google_CR07227989123724738561.png
Angola,AO,Google,CR12895146879649579009,Google 未公开,IDEALISTA Crédito,"IDEALISTA, INTERMEDIÁRIO DE CRÉDITO, UNIPESSOAL LDA",Image wide ad,Portuguese,快速到账,IDEALISTA Crédito Google static creative,Google Ads Transparency Center static creative for IDEALISTA Crédito. Non-video preview collected from public transparency page.,75,3,可测试,https://adstransparency.google.com/advertiser/AR06544865573044486145?region=AO,https://adstransparency.google.com/advertiser/AR06544865573044486145/creative/CR12895146879649579009?region=AO,Idealista Crédito Google static creatives,https://adstransparency.google.com/advertiser/AR06544865573044486145/creative/CR12895146879649579009?region=AO,ad_screenshots/google_CR12895146879649579009.png
Angola,AO,Google,CR15618934049790230529,Google 未公开,IDEALISTA Crédito,"IDEALISTA, INTERMEDIÁRIO DE CRÉDITO, UNIPESSOAL LDA",Image wide ad,Portuguese,快速到账,IDEALISTA Crédito Google static creative,Google Ads Transparency Center static creative for IDEALISTA Crédito. Non-video preview collected from public transparency page.,76,3,可测试,https://adstransparency.google.com/advertiser/AR06544865573044486145?region=AO,https://adstransparency.google.com/advertiser/AR06544865573044486145/creative/CR15618934049790230529?region=AO,Idealista Crédito Google static creatives,https://adstransparency.google.com/advertiser/AR06544865573044486145/creative/CR15618934049790230529?region=AO,ad_screenshots/google_CR15618934049790230529.png
Angola,AO,Google,CR08809346982045810689,Google 未公开,Lead Supply,Lead Supply ApS,Image wide ad,Portuguese,快速到账,Lead Supply Google static creative,Google Ads Transparency Center static creative for Lead Supply. Non-video preview collected from public transparency page.,72,3,可测试,https://adstransparency.google.com/?region=AO&domain=myloan24.com,https://adstransparency.google.com/advertiser/AR00230283364588847105/creative/CR08809346982045810689?region=AO,myloan24.com Google static creatives,https://adstransparency.google.com/advertiser/AR00230283364588847105/creative/CR08809346982045810689?region=AO,ad_screenshots/google_CR08809346982045810689.png
Angola,AO,Google,CR10451067135378587649,Google 未公开,Luso Crédito,"HUB, Consultores de Informática, Lda",Image wide ad,Portuguese,快速到账,Luso Crédito Google static creative,Google Ads Transparency Center static creative for Luso Crédito. Non-video preview collected from public transparency page.,72,3,可测试,https://adstransparency.google.com/?region=AO&domain=lusocredito.pt,https://adstransparency.google.com/advertiser/AR11496746673858674689/creative/CR10451067135378587649?region=AO,lusocredito.pt Google static creatives,https://adstransparency.google.com/advertiser/AR11496746673858674689/creative/CR10451067135378587649?region=AO,ad_screenshots/google_CR10451067135378587649.png
Angola,AO,Google,CR01972235040859357185,Google 未公开,MiCrédito,3A MIDIA DIGITAL LTDA,Image ad,Portuguese,快速到账,MiCrédito Google static creative,Google Ads Transparency Center static creative for MiCrédito. Non-video preview collected from public transparency page.,72,3,可测试,https://adstransparency.google.com/?region=AO&domain=micredito.com.br,https://adstransparency.google.com/advertiser/AR03474656064614432769/creative/CR01972235040859357185?region=AO,micredito.com.br Google static creatives,https://adstransparency.google.com/advertiser/AR03474656064614432769/creative/CR01972235040859357185?region=AO,ad_screenshots/google_CR01972235040859357185.png
Angola,AO,Google,CR09433780431691448321,Google 未公开,MiCrédito,3A MIDIA DIGITAL LTDA,Image ad,Portuguese,快速到账,MiCrédito Google static creative,Google Ads Transparency Center static creative for MiCrédito. Non-video preview collected from public transparency page.,73,3,可测试,https://adstransparency.google.com/?region=AO&domain=micredito.com.br,https://adstransparency.google.com/advertiser/AR03474656064614432769/creative/CR09433780431691448321?region=AO,micredito.com.br Google static creatives,https://adstransparency.google.com/advertiser/AR03474656064614432769/creative/CR09433780431691448321?region=AO,ad_screenshots/google_CR09433780431691448321.png
Angola,AO,Google,CR10106588639157813249,Google 未公开,MiCrédito,3A MIDIA DIGITAL LTDA,Image ad,Portuguese,快速到账,MiCrédito Google static creative,Google Ads Transparency Center static creative for MiCrédito. Non-video preview collected from public transparency page.,74,3,可测试,https://adstransparency.google.com/?region=AO&domain=micredito.com.br,https://adstransparency.google.com/advertiser/AR03474656064614432769/creative/CR10106588639157813249?region=AO,micredito.com.br Google static creatives,https://adstransparency.google.com/advertiser/AR03474656064614432769/creative/CR10106588639157813249?region=AO,ad_screenshots/google_CR10106588639157813249.png
Angola,AO,Google,CR05983129763928080385,Google 未公开,MiCrédito,3A MIDIA DIGITAL LTDA,Image ad,Portuguese,快速到账,MiCrédito Google static creative,Google Ads Transparency Center static creative for MiCrédito. Non-video preview collected from public transparency page.,75,3,可测试,https://adstransparency.google.com/?region=AO&domain=micredito.com.br,https://adstransparency.google.com/advertiser/AR03474656064614432769/creative/CR05983129763928080385?region=AO,micredito.com.br Google static creatives,https://adstransparency.google.com/advertiser/AR03474656064614432769/creative/CR05983129763928080385?region=AO,ad_screenshots/google_CR05983129763928080385.png
Angola,AO,Google,CR06450403831862788097,Google 未公开,Neo Crédito,NEO INSTITUICAO DE PAGAMENTO LTDA,Image wide ad,Portuguese,快速到账,Neo Crédito Google static creative,Google Ads Transparency Center static creative for Neo Crédito. Non-video preview collected from public transparency page.,72,3,可测试,https://adstransparency.google.com/?region=AO&domain=neocredito.com.br,https://adstransparency.google.com/advertiser/AR04832310843381121025/creative/CR06450403831862788097?region=AO,neocredito.com.br Google static creatives,https://adstransparency.google.com/advertiser/AR04832310843381121025/creative/CR06450403831862788097?region=AO,ad_screenshots/google_CR06450403831862788097.png
Angola,AO,Google,CR17354071425438187521,Google 未公开,Seu Crédito Agora,CENARIO CAPITAL LTDA,Image ad,Portuguese,快速到账,Seu Crédito Agora Google static creative,Google Ads Transparency Center static creative for Seu Crédito Agora. Non-video preview collected from public transparency page.,72,3,可测试,https://adstransparency.google.com/?region=AO&domain=seucreditoagora.com.br,https://adstransparency.google.com/advertiser/AR07407551690506764289/creative/CR17354071425438187521?region=AO,seucreditoagora.com.br Google static creatives,https://adstransparency.google.com/advertiser/AR07407551690506764289/creative/CR17354071425438187521?region=AO,ad_screenshots/google_CR17354071425438187521.png
Angola,AO,Google,CR01088696848585064449,Google 未公开,Seu Crédito Agora,CENARIO CAPITAL LTDA,Image wide ad,Portuguese,快速到账,Seu Crédito Agora Google static creative,Google Ads Transparency Center static creative for Seu Crédito Agora. Non-video preview collected from public transparency page.,73,3,可测试,https://adstransparency.google.com/?region=AO&domain=seucreditoagora.com.br,https://adstransparency.google.com/advertiser/AR07407551690506764289/creative/CR01088696848585064449?region=AO,seucreditoagora.com.br Google static creatives,https://adstransparency.google.com/advertiser/AR07407551690506764289/creative/CR01088696848585064449?region=AO,ad_screenshots/google_CR01088696848585064449.png
Angola,AO,Google,CR16329872994090352641,Google 未公开,Crédito Agrícola,"CAIXA CENTRAL - CAIXA CENTRAL DE CRÉDITO AGRÍCOLA MÚTUO, CRL",Image ad,Portuguese,快速到账,Crédito Agrícola Google static creative,Google Ads Transparency Center static creative for Crédito Agrícola. Non-video preview collected from public transparency page.,72,3,可测试,https://adstransparency.google.com/?region=AO&domain=creditoagricola.pt,https://adstransparency.google.com/advertiser/AR12612938339704635393/creative/CR16329872994090352641?region=AO,creditoagricola.pt Google static creatives,https://adstransparency.google.com/advertiser/AR12612938339704635393/creative/CR16329872994090352641?region=AO,ad_screenshots/google_CR16329872994090352641.png
